upi_id,merchant_name,amount,suspicious_keyword,digit_count,upi_length,handle,brand_impersonation,trap_amount,report_count,is_blacklisted,merchant_age_days,is_fraud
npcuo@ibl,Flipkart Deals,1061,0,0,9,ibl,1,0,11,0,921,1
ofxnlohgt@okaxis,Quick Recharge,4708,0,0,16,okaxis,0,0,12,1,735,0
xkdgwh967@ybl,Paytm Cashback,2847,1,3,13,ybl,1,0,15,0,698,1
igjevjb528@okicici,Smart Fashion,2358,0,3,18,okicici,0,0,15,1,846,0
hcyczonk109@ibl,Mega Electronics,4372,0,3,15,ibl,0,0,8,0,28,0
afzpekcfjp@paytm,Smart Fashion,3282,0,0,16,paytm,0,0,13,1,336,0
mamco573@okaxis,Quick Recharge,4366,0,3,15,okaxis,0,0,14,0,405,0
kwjxhdryex@axl,Flipkart Deals,4967,0,0,14,axl,1,0,9,1,185,1
spvnjyc@ybl,Daily Needs,238,0,0,11,ybl,0,0,4,0,391,0
zskom407@ybl,City Bakers,4792,0,3,12,ybl,0,0,5,0,544,0
vujlkxq@okaxis,Flipkart Deals,1138,0,0,14,okaxis,1,0,0,0,805,0
ihnqnfppe803@ybl,Paytm Cashback,3328,1,3,16,ybl,1,0,3,0,683,1
pihpa723@axl,Fresh Mart,1900,0,3,12,axl,0,0,3,0,599,0
vkllfvgdbg@okaxis,Online Offer,3503,1,0,17,okaxis,0,0,13,1,231,1
qqxbowe278@axl,Daily Needs,4367,0,3,14,axl,0,0,0,0,435,0
zkvvghxrhj@axl,City Bakers,759,0,0,14,axl,0,0,15,0,143,0
xgxezoq@okaxis,Flipkart Deals,3386,0,0,14,okaxis,1,0,4,0,268,0
zmwwd@ybl,Smart Fashion,3,0,0,9,ybl,0,0,4,0,846,0
gcgfuvjo@ybl,Quick Recharge,3877,0,0,12,ybl,0,0,5,0,596,0
mcrjjwkabw@okicici,Online Offer,1815,1,0,18,okicici,0,0,0,0,968,0
ahixnzsvy451@okaxis,Fresh Mart,4294,0,3,19,okaxis,0,0,7,0,914,0
kfkgl171@okaxis,Urban Foods,4475,0,3,15,okaxis,0,0,12,1,758,0
qrbmfgimv@ybl,City Bakers,757,0,0,13,ybl,0,0,3,0,848,0
wcmfdhi521@ybl,Online Offer,462,1,3,14,ybl,0,0,3,0,398,0
zicoxduj@ybl,Mega Electronics,566,0,0,12,ybl,0,0,0,0,983,0
zxukhum@paytm,Daily Needs,4391,0,0,13,paytm,0,0,14,0,422,0
jfzha@ybl,City Bakers,2298,0,0,9,ybl,0,0,9,1,104,0
vmymhud@paytm,Mega Electronics,2674,0,0,13,paytm,0,0,6,0,208,0
surbpj@okicici,Flipkart Deals,1591,0,0,14,okicici,1,0,14,0,306,1
jnitshtgh@okicici,Daily Needs,4737,0,0,17,okicici,0,0,15,0,271,0
bmiuq695@okaxis,City Bakers,3911,0,3,15,okaxis,0,0,6,0,511,0
lfdkiba@axl,City Bakers,3577,0,0,11,axl,0,0,12,1,127,0
urzdmjm@okicici,PhonePe Help,2578,1,0,15,okicici,1,0,4,0,886,1
pziilnlhw@paytm,Flipkart Deals,1696,0,0,15,paytm,1,0,13,0,246,1
lncpqmgc@okicici,City Bakers,4337,0,0,16,okicici,0,0,11,0,394,0
hakecbic@ybl,Online Offer,1348,1,0,12,ybl,0,0,15,1,37,1
elikabade648@okicici,Quick Recharge,3671,0,3,20,okicici,0,0,11,1,326,0
njxxp776@ibl,Mega Electronics,2925,0,3,12,ibl,0,0,8,0,622,0
kbqrcjtncj@axl,Urban Foods,3021,0,0,14,axl,0,0,12,1,301,0
ekfvovq@paytm,City Bakers,3411,0,0,13,paytm,0,0,3,0,424,0
ngywe586@ybl,Amazon Support,4716,1,3,12,ybl,1,0,0,0,843,1
domhcwq@okicici,Flipkart Deals,4883,0,0,15,okicici,1,0,2,0,807,0
ggupqdgwuq279@okaxis,Flipkart Deals,4561,0,3,20,okaxis,1,0,15,1,778,1
yauxwqbn676@okicici,Quick Recharge,404,0,3,19,okicici,0,0,9,0,884,0
nmedmfjt217@okicici,Quick Recharge,1050,0,3,19,okicici,0,0,13,1,924,0
mjqjaendl770@ybl,Fresh Mart,999,0,3,16,ybl,0,1,13,0,788,0
kkbxysuek@ybl,Smart Fashion,2136,0,0,13,ybl,0,0,3,0,807,0
kiqcjjrwmj853@ybl,Mega Electronics,2842,0,3,17,ybl,0,0,3,0,555,0
yxohvuxxn701@paytm,Flipkart Deals,3009,0,3,18,paytm,1,0,2,0,130,0
thxlokx@okicici,Urban Foods,2616,0,0,15,okicici,0,0,12,1,656,0
dipsfjsdvk@ybl,PhonePe Help,3938,1,0,14,ybl,1,0,13,1,134,1
irgrezvgwr@okicici,Amazon Support,4321,1,0,18,okicici,1,0,11,0,437,1
xhgiohqx@axl,Urban Foods,3114,0,0,12,axl,0,0,13,0,678,0
jijarcavk@axl,Fresh Mart,4289,0,0,13,axl,0,0,10,1,920,0
lugemjbt@paytm,Paytm Cashback,1468,1,0,14,paytm,1,0,8,0,271,1
cuqhtnlt@ibl,PhonePe Help,3086,1,0,12,ibl,1,0,15,0,646,1
jbmyiwzi@paytm,Quick Recharge,3174,0,0,14,paytm,0,0,7,0,80,0
quvmjro@ibl,Online Offer,3265,1,0,11,ibl,0,0,13,0,199,1
qbkdhbom@ybl,Smart Fashion,1825,0,0,12,ybl,0,0,12,0,893,0
bfhdlqsv@paytm,City Bakers,3752,0,0,14,paytm,0,0,1,0,720,0
hpnfsf@ibl,Flipkart Deals,4545,0,0,10,ibl,1,0,4,0,568,0
qffhdtw594@axl,Green Grocery,4911,0,3,14,axl,0,0,0,0,959,0
dgtuayg955@axl,Mega Electronics,3979,0,3,14,axl,0,0,10,0,771,0
bdkwxsdi@okicici,Online Offer,4710,1,0,16,okicici,0,0,15,0,733,1
vabbg@paytm,Fresh Mart,3115,0,0,11,paytm,0,0,8,0,241,0
iozkzht@axl,Quick Recharge,3108,0,0,11,axl,0,0,1,0,540,0
xmjfl@okicici,Smart Fashion,2607,0,0,13,okicici,0,0,8,0,975,0
wtyktyrhgn730@ybl,Flipkart Deals,4935,0,3,17,ybl,1,0,10,0,396,1
arpton919@okicici,PhonePe Help,1917,1,3,17,okicici,1,0,3,0,554,1
xpbion@ibl,Online Offer,4913,1,0,10,ibl,0,0,12,1,327,1
yqjcirwip@axl,Daily Needs,2507,0,0,13,axl,0,0,7,0,20,0
amncrxxqy46@ybl,PhonePe Help,414,1,2,15,ybl,1,0,3,0,139,1
whcqljimmx@ibl,Online Offer,1268,1,0,14,ibl,0,0,7,0,213,1
nedvoch@axl,Quick Recharge,1795,0,0,11,axl,0,0,9,1,382,0
mcamfsovyj@axl,Fresh Mart,2267,0,0,14,axl,0,0,5,0,344,0
zbgkans@axl,Flipkart Deals,761,0,0,11,axl,1,0,8,0,349,1
voujqfchf580@paytm,Flipkart Deals,1799,0,3,18,paytm,1,0,15,1,399,1
ojjzvomaw@okaxis,Amazon Support,1093,1,0,16,okaxis,1,0,13,1,279,1
kxeoqhpr588@okaxis,Mega Electronics,3260,0,3,18,okaxis,0,0,10,1,906,0
fcjowrwdt35@ybl,Smart Fashion,790,0,2,15,ybl,0,0,0,0,805,0
nzpgftmyqg@paytm,PhonePe Help,2143,1,0,16,paytm,1,0,0,0,587,1
qgjnc996@okicici,PhonePe Help,2572,1,3,16,okicici,1,0,7,0,446,1
rxubvr44@paytm,Amazon Support,4407,1,2,14,paytm,1,0,2,0,961,1
iclczxjnlm@ibl,Quick Recharge,4311,0,0,14,ibl,0,0,12,0,112,0
hrmhfnts@paytm,Fresh Mart,11,0,0,14,paytm,0,0,6,0,170,0
pmeexswpy38@ibl,City Bakers,4618,0,2,15,ibl,0,0,7,0,694,0
ebuhl@paytm,Urban Foods,4384,0,0,11,paytm,0,0,8,0,466,0
fqiihmgtf827@ybl,Urban Foods,4362,0,3,16,ybl,0,0,6,0,51,0
ykybq@ybl,Quick Recharge,2556,0,0,9,ybl,0,0,1,0,773,0
heeatwqqx@okaxis,Mega Electronics,3319,0,0,16,okaxis,0,0,15,1,154,0
vvysq@ybl,Online Offer,2278,1,0,9,ybl,0,0,10,0,766,1
xdciq826@axl,Smart Fashion,4022,0,3,12,axl,0,0,2,0,577,0
qqhnpd@axl,Quick Recharge,4762,0,0,10,axl,0,0,9,0,278,0
dzdivbn@axl,Mega Electronics,1020,0,0,11,axl,0,0,11,1,874,0
zjvpizyrk@ybl,Daily Needs,2435,0,0,13,ybl,0,0,13,1,78,0
letqss@okaxis,Amazon Support,4046,1,0,13,okaxis,1,0,1,0,509,1
qfdeqswqz471@axl,Quick Recharge,3108,0,3,16,axl,0,0,6,0,851,0
hvqydv819@axl,City Bakers,241,0,3,13,axl,0,0,7,0,262,0
knljwwx195@ybl,Mega Electronics,4908,0,3,14,ybl,0,0,0,0,7,0
knhhrprnd905@ybl,Green Grocery,317,0,3,16,ybl,0,0,9,0,367,0
qsreyq@ybl,Online Offer,804,1,0,10,ybl,0,0,12,0,357,1
cdomgef@ibl,City Bakers,4565,0,0,11,ibl,0,0,12,0,379,0
uxaul586@axl,Quick Recharge,3058,0,3,12,axl,0,0,9,0,642,0
gbtzmzqil@ybl,Quick Recharge,3967,0,0,13,ybl,0,0,3,0,241,0
shpcnkg@ibl,Green Grocery,3347,0,0,11,ibl,0,0,2,0,958,0
zjouxzhnke206@okicici,Smart Fashion,527,0,3,21,okicici,0,0,4,0,772,0
dljhkwhe248@okaxis,Mega Electronics,2854,0,3,18,okaxis,0,0,8,0,213,0
gnznhbnm@okaxis,Paytm Cashback,2623,1,0,15,okaxis,1,0,5,0,745,1
teymo95@axl,Flipkart Deals,2731,0,2,11,axl,1,0,1,0,378,0
mrfclxvtr@ybl,Amazon Support,1140,1,0,13,ybl,1,0,9,1,454,1
gqqkpsx@ybl,Quick Recharge,2985,0,0,11,ybl,0,0,8,0,230,0
cjwjxjsqd@paytm,Daily Needs,2840,0,0,15,paytm,0,0,4,0,85,0
fzzphv@okicici,Smart Fashion,1589,0,0,14,okicici,0,0,6,0,952,0
qkcjobv@okicici,Smart Fashion,4404,0,0,15,okicici,0,0,12,0,751,0
yyqpe@ybl,Smart Fashion,256,0,0,9,ybl,0,0,0,0,988,0
ctxrlijku@okicici,Fresh Mart,2580,0,0,17,okicici,0,0,10,0,292,0
zwhaqhhw@okaxis,PhonePe Help,1301,1,0,15,okaxis,1,0,5,0,616,1
jhvpqaqum@ybl,Flipkart Deals,354,0,0,13,ybl,1,0,12,1,973,1
fqqnljuvb459@okicici,Flipkart Deals,2427,0,3,20,okicici,1,0,14,0,495,1
myafqpzvf@axl,Fresh Mart,1460,0,0,13,axl,0,0,9,1,624,0
urtxmep@axl,City Bakers,2592,0,0,11,axl,0,0,11,1,26,0
bzsgccdt100@okaxis,Paytm Cashback,4702,1,3,18,okaxis,1,0,0,0,384,1
dgtnoea@paytm,Fresh Mart,3329,0,0,13,paytm,0,0,9,1,505,0
sxcmihkbgf@ibl,Quick Recharge,1023,0,0,14,ibl,0,0,4,0,964,0
hmkqm637@axl,City Bakers,4055,0,3,12,axl,0,0,9,1,422,0
hsenf852@okicici,Daily Needs,2933,0,3,16,okicici,0,0,1,0,598,0
rimnzfkduj@okicici,Amazon Support,3468,1,0,18,okicici,1,0,15,0,467,1
ktmndqjo@ibl,Flipkart Deals,4165,0,0,12,ibl,1,0,7,0,69,1
gkyai@axl,PhonePe Help,3184,1,0,9,axl,1,0,5,0,315,1
qjyor@axl,Daily Needs,3287,0,0,9,axl,0,0,4,0,521,0
tykpdspl410@okicici,Mega Electronics,2590,0,3,19,okicici,0,0,2,0,491,0
hyditiubd570@ibl,Flipkart Deals,1399,0,3,16,ibl,1,0,14,0,150,1
doelnbd@axl,Smart Fashion,4440,0,0,11,axl,0,0,3,0,195,0
bqoaphyr@axl,Urban Foods,2500,0,0,12,axl,0,0,10,1,989,0
yfmngqgzub@ibl,Smart Fashion,4861,0,0,14,ibl,0,0,11,0,576,0
ylcskdqq@okaxis,Paytm Cashback,4540,1,0,15,okaxis,1,0,1,0,178,1
nuzecea@okicici,Flipkart Deals,798,0,0,15,okicici,1,0,4,0,597,0
esvjmhfzai572@axl,Urban Foods,283,0,3,17,axl,0,0,15,1,987,0
umtzjgu@okaxis,Mega Electronics,3450,0,0,14,okaxis,0,0,9,1,689,0
wmmvfaop@ybl,Fresh Mart,1238,0,0,12,ybl,0,0,2,0,393,0
ejdcymy@axl,Daily Needs,4482,0,0,11,axl,0,0,12,1,42,0
cpnhljmr@okaxis,Fresh Mart,3,0,0,15,okaxis,0,0,1,0,711,0
huwdrhvw@ibl,Quick Recharge,2086,0,0,12,ibl,0,0,6,0,528,0
pwfrcwwl@axl,Green Grocery,3307,0,0,12,axl,0,0,15,1,772,0
jsyghxwsxo@okaxis,Fresh Mart,3765,0,0,17,okaxis,0,0,0,0,442,0
mkktrux@ybl,Online Offer,2356,1,0,11,ybl,0,0,3,0,246,0
hbzovn36@axl,PhonePe Help,1958,1,2,12,axl,1,0,7,0,903,1
pzahoub@okaxis,Green Grocery,1522,0,0,14,okaxis,0,0,4,0,674,0
hqyrdxfil@paytm,PhonePe Help,2538,1,0,15,paytm,1,0,8,0,361,1
aqwpeoqxob@okicici,Green Grocery,2192,0,0,18,okicici,0,0,6,0,472,0
kcsnxjb@paytm,Mega Electronics,2730,0,0,13,paytm,0,0,6,0,722,0
ejpepyat@ybl,PhonePe Help,4055,1,0,12,ybl,1,0,0,0,476,1
joznwrpuuc@paytm,Daily Needs,3506,0,0,16,paytm,0,0,15,1,474,0
faegf@ibl,City Bakers,582,0,0,9,ibl,0,0,5,0,622,0
reqvolputk@paytm,Mega Electronics,516,0,0,16,paytm,0,0,9,1,759,0
omuzpc@ybl,Daily Needs,361,0,0,10,ybl,0,0,10,1,588,0
agwvnachx@paytm,Smart Fashion,1649,0,0,15,paytm,0,0,12,1,596,0
tqlgajx@okicici,Online Offer,3655,1,0,15,okicici,0,0,13,1,919,1
oqfvpkw@axl,Flipkart Deals,3825,0,0,11,axl,1,0,2,0,290,0
durfrsbtu137@okicici,Quick Recharge,1982,0,3,20,okicici,0,0,13,0,824,0
nfmnz671@okicici,Amazon Support,1479,1,3,16,okicici,1,0,1,0,282,1
bweudowwud@ibl,Quick Recharge,788,0,0,14,ibl,0,0,7,0,699,0
jtehjcnz469@paytm,Online Offer,27,1,3,17,paytm,0,0,3,0,487,0
wagwjihpl@axl,Flipkart Deals,3301,0,0,13,axl,1,0,4,0,525,0
azdec@axl,Amazon Support,296,1,0,9,axl,1,0,8,0,667,1
uemtzdkwhe924@ibl,Daily Needs,3326,0,3,17,ibl,0,0,6,0,773,0
fqgikkghp@axl,Green Grocery,3953,0,0,13,axl,0,0,6,0,560,0
ufwidwib@okaxis,Mega Electronics,556,0,0,15,okaxis,0,0,14,0,360,0
wyrtzxwhbj157@paytm,Quick Recharge,3990,0,3,19,paytm,0,0,3,0,930,0
pueyu@okaxis,Paytm Cashback,170,1,0,12,okaxis,1,0,12,0,622,1
ftjeuajj@ibl,Smart Fashion,3548,0,0,12,ibl,0,0,9,0,379,0
mynicre229@ibl,Mega Electronics,1773,0,3,14,ibl,0,0,13,1,190,0
zascjmgajd@ybl,Daily Needs,2074,0,0,14,ybl,0,0,3,0,91,0
eapedkbarj@ibl,Fresh Mart,2424,0,0,14,ibl,0,0,5,0,918,0
ofjftvovhq@ibl,Mega Electronics,3175,0,0,14,ibl,0,0,0,0,840,0
ewjsw@okicici,Mega Electronics,4013,0,0,13,okicici,0,0,15,1,930,0
phknwgzfhh@ibl,Amazon Support,2678,1,0,14,ibl,1,0,11,0,715,1
lujxzdcam@axl,Smart Fashion,572,0,0,13,axl,0,0,12,1,612,0
ljdlpq@okaxis,City Bakers,2103,0,0,13,okaxis,0,0,11,0,918,0
bbmdtjhtrw943@ibl,Smart Fashion,4563,0,3,17,ibl,0,0,9,1,849,0
zqgrwi122@okaxis,Paytm Cashback,1450,1,3,16,okaxis,1,0,1,0,808,1
faljjdg760@okicici,Flipkart Deals,1419,0,3,18,okicici,1,0,14,0,156,1
aemcl@paytm,Fresh Mart,4375,0,0,11,paytm,0,0,4,0,401,0
mhuqyg759@ybl,City Bakers,4014,0,3,13,ybl,0,0,7,0,492,0
rgzxwh961@okaxis,Smart Fashion,3005,0,3,16,okaxis,0,0,6,0,79,0
mjpvyjpkwq@axl,Urban Foods,1966,0,0,14,axl,0,0,11,0,89,0
ejthnh@axl,PhonePe Help,2920,1,0,10,axl,1,0,14,0,205,1
phyubwkc@okicici,City Bakers,4758,0,0,16,okicici,0,0,2,0,545,0
zadwuowc@okaxis,Mega Electronics,4001,0,0,15,okaxis,0,0,9,0,533,0
usrmaiyvx46@paytm,City Bakers,4040,0,2,17,paytm,0,0,9,0,708,0
cfqxiyvm524@axl,PhonePe Help,3855,1,3,15,axl,1,0,10,0,106,1
zpitx@ibl,Paytm Cashback,1413,1,0,9,ibl,1,0,0,0,499,1
dsxtdcmcq@paytm,Mega Electronics,2457,0,0,15,paytm,0,0,6,0,981,0
nieboorxh@axl,Daily Needs,3010,0,0,13,axl,0,0,15,1,980,0
ykdnmc470@ybl,Smart Fashion,4295,0,3,13,ybl,0,0,5,0,272,0
zbzdv@axl,City Bakers,3101,0,0,9,axl,0,0,14,0,946,0
kwjwukub727@ibl,Quick Recharge,1715,0,3,15,ibl,0,0,3,0,991,0
gkzmzpu@okicici,PhonePe Help,2077,1,0,15,okicici,1,0,10,1,90,1
sfgstx@okicici,Quick Recharge,1717,0,0,14,okicici,0,0,15,0,605,0
trwqwoqo@paytm,Smart Fashion,1576,0,0,14,paytm,0,0,0,0,959,0
bjlsdcvbjv@okicici,City Bakers,2698,0,0,18,okicici,0,0,4,0,714,0
thbjrhhy@okicici,Paytm Cashback,2357,1,0,16,okicici,1,0,15,0,778,1
lpmqdoii80@okaxis,Flipkart Deals,3942,0,2,17,okaxis,1,0,13,1,307,1
ydsncyez594@okicici,City Bakers,3065,0,3,19,okicici,0,0,15,0,34,0
tqqlwsdwpn335@paytm,Mega Electronics,1933,0,3,19,paytm,0,0,5,0,860,0
ugqgycf@ibl,Paytm Cashback,3507,1,0,11,ibl,1,0,6,0,599,1
ucyasf@ibl,Mega Electronics,4090,0,0,10,ibl,0,0,9,1,129,0
mfhpnbjuiu@paytm,Smart Fashion,4862,0,0,16,paytm,0,0,3,0,864,0
phclczudd@ibl,Mega Electronics,4581,0,0,13,ibl,0,0,10,0,809,0
slrufoea@okaxis,Flipkart Deals,684,0,0,15,okaxis,1,0,15,1,931,1
vnnnlpkawu@paytm,Smart Fashion,3976,0,0,16,paytm,0,0,6,0,540,0
wkotbgu@ibl,Quick Recharge,3417,0,0,11,ibl,0,0,7,0,569,0
ngkpejg961@okicici,Mega Electronics,4979,0,3,18,okicici,0,0,10,1,755,0
dyabxtxinl253@ibl,Daily Needs,3508,0,3,17,ibl,0,0,5,0,130,0
rcrbcnag@ibl,City Bakers,2681,0,0,12,ibl,0,0,15,0,992,0
xhizxotnp@ibl,Smart Fashion,3188,0,0,13,ibl,0,0,14,1,63,0
opaqh476@ibl,Daily Needs,2182,0,3,12,ibl,0,0,2,0,430,0
bshzpctm@paytm,Daily Needs,4407,0,0,14,paytm,0,0,15,1,757,0
ynhuyppfvo505@axl,Quick Recharge,2933,0,3,17,axl,0,0,5,0,51,0
qivsllrg839@okicici,Green Grocery,3532,0,3,19,okicici,0,0,6,0,106,0
aojqtxhgj692@axl,Urban Foods,1943,0,3,16,axl,0,0,7,0,737,0
afmgaw@ibl,Urban Foods,1943,0,0,10,ibl,0,0,10,1,541,0
wslemfi@axl,Urban Foods,1193,0,0,11,axl,0,0,10,0,73,0
ddsxhb@paytm,Smart Fashion,3234,0,0,12,paytm,0,0,11,1,113,0
dkawjox928@paytm,Paytm Cashback,3210,1,3,16,paytm,1,0,15,0,679,1
wbyzjszffm@ibl,Urban Foods,190,0,0,14,ibl,0,0,1,0,493,0
tkzgps@okicici,Mega Electronics,1880,0,0,14,okicici,0,0,10,1,591,0
xchiozp@paytm,Amazon Support,4107,1,0,13,paytm,1,0,0,0,914,1
cqpic@okaxis,Green Grocery,2180,0,0,12,okaxis,0,0,6,0,455,0
jmzbpcvbx925@paytm,PhonePe Help,3689,1,3,18,paytm,1,0,12,0,470,1
wurxv@ibl,Smart Fashion,4865,0,0,9,ibl,0,0,12,1,628,0
kmspnjtj@ibl,Mega Electronics,2540,0,0,12,ibl,0,0,3,0,576,0
ojksjjnyze843@axl,City Bakers,4651,0,3,17,axl,0,0,9,0,341,0
ddymfslfkb744@okicici,Daily Needs,623,0,3,21,okicici,0,0,11,0,294,0
fydovbylkg@paytm,Urban Foods,1433,0,0,16,paytm,0,0,15,0,161,0
fiavrm@axl,Quick Recharge,1868,0,0,10,axl,0,0,0,0,433,0
cbinmbfwdm@okaxis,City Bakers,4577,0,0,17,okaxis,0,0,0,0,1000,0
pzlgqttup@paytm,Daily Needs,655,0,0,15,paytm,0,0,5,0,287,0
vkeyby@okicici,Fresh Mart,2564,0,0,14,okicici,0,0,5,0,480,0
dasouxnzzo@okaxis,Quick Recharge,4743,0,0,17,okaxis,0,0,9,1,212,0
xrwoi@paytm,Urban Foods,3885,0,0,11,paytm,0,0,8,0,308,0
nmynnwsc@okicici,Online Offer,725,1,0,16,okicici,0,0,0,0,864,0
qdjamuy@ybl,Fresh Mart,3486,0,0,11,ybl,0,0,4,0,400,0
mhrjyvih527@ybl,Green Grocery,3216,0,3,15,ybl,0,0,13,1,703,0
svgfgcha80@okicici,Online Offer,3054,1,2,18,okicici,0,0,5,0,917,0
cptqmzk@ibl,Online Offer,4468,1,0,11,ibl,0,0,3,0,31,0
tzenrlngx@ibl,Urban Foods,428,0,0,13,ibl,0,0,4,0,486,0
uhkux822@ybl,Online Offer,1575,1,3,12,ybl,0,0,15,1,407,1
eioncp@okicici,Quick Recharge,992,0,0,14,okicici,0,0,1,0,398,0
kugwv@ybl,Green Grocery,1440,0,0,9,ybl,0,0,8,0,108,0
lejpxrp@ibl,Daily Needs,3,0,0,11,ibl,0,0,8,0,84,0
phvcjek445@ybl,Urban Foods,338,0,3,14,ybl,0,0,5,0,906,0
vzvwnlwgf@ybl,Paytm Cashback,4610,1,0,13,ybl,1,0,8,0,594,1
rcbeldng@okicici,Smart Fashion,1667,0,0,16,okicici,0,0,0,0,899,0
uqyulbuypl@okaxis,Amazon Support,527,1,0,17,okaxis,1,0,15,1,679,1
sbqeob@axl,Urban Foods,3234,0,0,10,axl,0,0,10,1,236,0
iozrwb@ybl,Paytm Cashback,510,1,0,10,ybl,1,0,9,1,776,1
pigktubhc950@ybl,Green Grocery,2320,0,3,16,ybl,0,0,8,0,843,0
edmoovkj@okicici,Flipkart Deals,695,0,0,16,okicici,1,0,12,0,812,1
vfoygd450@axl,City Bakers,2738,0,3,13,axl,0,0,3,0,482,0
mldopcufe824@okaxis,Green Grocery,180,0,3,19,okaxis,0,0,4,0,252,0
edawuv173@ibl,Amazon Support,3972,1,3,13,ibl,1,0,0,0,710,1
yvfkzy776@okaxis,Paytm Cashback,1235,1,3,16,okaxis,1,0,2,0,762,1
rnsjinuz946@axl,Quick Recharge,2644,0,3,15,axl,0,0,12,1,951,0
igshcpxhs@ybl,Online Offer,283,1,0,13,ybl,0,0,9,0,599,1
huhxbfw@okaxis,Urban Foods,4914,0,0,14,okaxis,0,0,6,0,788,0
dhuidoaga@okicici,Online Offer,3678,1,0,17,okicici,0,0,0,0,774,0
jjbccpthmt695@axl,Urban Foods,595,0,3,17,axl,0,0,4,0,440,0
ehnxtcea@axl,City Bakers,3644,0,0,12,axl,0,0,7,0,597,0
phxjblx@okicici,Fresh Mart,4237,0,0,15,okicici,0,0,7,0,935,0
uoqpxlbgfd883@okaxis,Green Grocery,341,0,3,20,okaxis,0,0,3,0,297,0
parljipeso@ibl,Mega Electronics,3217,0,0,14,ibl,0,0,0,0,618,0
ieflz@ybl,Paytm Cashback,3407,1,0,9,ybl,1,0,12,0,44,1
hzuytkl@axl,Quick Recharge,2969,0,0,11,axl,0,0,10,1,799,0
liaauxip@okicici,Paytm Cashback,200,1,0,16,okicici,1,0,5,0,293,1
txxgh@ybl,Flipkart Deals,4577,0,0,9,ybl,1,0,3,0,612,0
eorrb@ybl,Fresh Mart,4806,0,0,9,ybl,0,0,9,1,487,0
epvejvpmj829@paytm,Smart Fashion,4453,0,3,18,paytm,0,0,7,0,450,0
zinxwm@okaxis,Urban Foods,4330,0,0,13,okaxis,0,0,12,0,579,0
huhciowcu@axl,Fresh Mart,3675,0,0,13,axl,0,0,4,0,554,0
srrqli@ibl,Daily Needs,2393,0,0,10,ibl,0,0,1,0,889,0
nfiyztnjid@okaxis,Fresh Mart,3878,0,0,17,okaxis,0,0,10,0,758,0
jxhbefaxy407@ibl,PhonePe Help,4671,1,3,16,ibl,1,0,15,1,974,1
amshvanpxn@paytm,Fresh Mart,702,0,0,16,paytm,0,0,2,0,700,0
yqzfk@paytm,Green Grocery,1900,0,0,11,paytm,0,0,11,0,89,0
zhufv@ibl,Fresh Mart,1791,0,0,9,ibl,0,0,6,0,422,0
mauzetnpmy@ibl,City Bakers,3510,0,0,14,ibl,0,0,10,0,553,0
wciisd@ibl,Mega Electronics,3852,0,0,10,ibl,0,0,2,0,20,0
ekswske@ibl,Flipkart Deals,3489,0,0,11,ibl,1,0,3,0,924,0
hzoaz@ibl,Online Offer,4042,1,0,9,ibl,0,0,9,0,931,1
gwpqimu@axl,Daily Needs,2209,0,0,11,axl,0,0,10,0,253,0
aqjcdu@paytm,PhonePe Help,4765,1,0,12,paytm,1,0,14,1,890,1
pxmohcqpq@paytm,Amazon Support,950,1,0,15,paytm,1,0,9,0,672,1
wxanecdr@axl,Quick Recharge,4254,0,0,12,axl,0,0,0,0,850,0
ejfrlayqs@ybl,Urban Foods,2798,0,0,13,ybl,0,0,13,0,974,0
zhhvzqdcj528@ybl,Green Grocery,3771,0,3,16,ybl,0,0,15,1,885,0
nfcepnpgn389@paytm,Fresh Mart,3149,0,3,18,paytm,0,0,3,0,959,0
rydtf@ibl,Online Offer,999,1,0,9,ibl,0,1,4,0,70,1
zwtfducuu@paytm,Daily Needs,401,0,0,15,paytm,0,0,1,0,603,0
vacvh697@okicici,Daily Needs,735,0,3,16,okicici,0,0,1,0,641,0
afveo@okicici,Online Offer,4875,1,0,13,okicici,0,0,10,1,45,1
ddpsf@paytm,PhonePe Help,2061,1,0,11,paytm,1,0,5,0,158,1
fnhsut@okaxis,Urban Foods,1801,0,0,13,okaxis,0,0,4,0,85,0
dlamuxkj@okicici,Paytm Cashback,689,1,0,16,okicici,1,0,6,0,791,1
gyzldsocq@okicici,PhonePe Help,897,1,0,17,okicici,1,0,14,0,604,1
fubyqybqa@paytm,Urban Foods,4092,0,0,15,paytm,0,0,3,0,54,0
bamevcn@ibl,Mega Electronics,2885,0,0,11,ibl,0,0,9,1,496,0
rxzzwbhebf@paytm,Mega Electronics,3257,0,0,16,paytm,0,0,13,1,538,0
uktaia@okicici,Fresh Mart,2804,0,0,14,okicici,0,0,9,1,664,0
dmqcdd@paytm,PhonePe Help,1226,1,0,12,paytm,1,0,2,0,61,1
nyvvc@ibl,Smart Fashion,244,0,0,9,ibl,0,0,13,0,863,0
znfwn@paytm,PhonePe Help,2108,1,0,11,paytm,1,0,3,0,400,1
educlbqk@okaxis,Green Grocery,981,0,0,15,okaxis,0,0,4,0,407,0
ynqfgv101@ibl,Paytm Cashback,3718,1,3,13,ibl,1,0,13,1,824,1
fovyhz@okaxis,Flipkart Deals,2417,0,0,13,okaxis,1,0,12,0,1000,1
dgtsfdr@ibl,Green Grocery,3727,0,0,11,ibl,0,0,5,0,534,0
dekpesnnl@okicici,Daily Needs,4007,0,0,17,okicici,0,0,2,0,58,0
